aaag,ysag,aaa,ysa,rate,upper,lower
30-49,11+,41,78,1,1,1
30-49,11+,42,78,1,1,1
30-49,11+,43,78,1,1,1
30-49,11+,44,78,1,1,1
30-49,11+,45,78,1,1,1
30-49,11+,46,78,1,1,1
30-49,11+,47,78,1,1,1
30-49,11+,48,78,1,1,1
30-49,11+,49,78,1,1,1
30-49,11+,30,79,1,1,1
30-49,11+,31,79,1,1,1
30-49,11+,32,79,1,1,1
30-49,11+,33,79,1,1,1
30-49,11+,34,79,1,1,1
30-49,11+,35,79,1,1,1
30-49,11+,36,79,1,1,1
30-49,11+,37,79,1,1,1
30-49,11+,38,79,1,1,1
30-49,11+,39,79,1,1,1
30-49,11+,40,79,1,1,1
30-49,11+,41,79,1,1,1
30-49,11+,42,79,1,1,1
30-49,11+,43,79,1,1,1
30-49,11+,44,79,1,1,1
30-49,11+,45,79,1,1,1
30-49,11+,46,79,1,1,1
30-49,11+,47,79,1,1,1
30-49,11+,48,79,1,1,1
30-49,11+,49,79,1,1,1
30-49,11+,30,80,1,1,1
30-49,11+,31,80,1,1,1
30-49,11+,32,80,1,1,1
30-49,11+,33,80,1,1,1
30-49,11+,34,80,1,1,1
30-49,11+,35,80,1,1,1
30-49,11+,36,80,1,1,1
30-49,11+,37,80,1,1,1
30-49,11+,38,80,1,1,1
30-49,11+,39,80,1,1,1
30-49,11+,40,80,1,1,1
30-49,11+,41,80,1,1,1
30-49,11+,42,80,1,1,1
30-49,11+,43,80,1,1,1
30-49,11+,44,80,1,1,1
30-49,11+,45,80,1,1,1
30-49,11+,46,80,1,1,1
30-49,11+,47,80,1,1,1
30-49,11+,48,80,1,1,1
30-49,11+,49,80,1,1,1
30-49,11+,30,81,1,1,1
30-49,11+,31,81,1,1,1
30-49,11+,32,81,1,1,1
30-49,11+,33,81,1,1,1
30-49,11+,34,81,1,1,1
30-49,11+,35,81,1,1,1
30-49,11+,36,81,1,1,1
30-49,11+,37,81,1,1,1
30-49,11+,38,81,1,1,1
30-49,11+,39,81,1,1,1
30-49,11+,40,81,1,1,1
30-49,11+,41,81,1,1,1
30-49,11+,42,81,1,1,1
30-49,11+,43,81,1,1,1
30-49,11+,44,81,1,1,1
30-49,11+,45,81,1,1,1
30-49,11+,46,81,1,1,1
30-49,11+,47,81,1,1,1
30-49,11+,48,81,1,1,1
30-49,11+,49,81,1,1,1
30-49,11+,30,82,1,1,1
30-49,11+,31,82,1,1,1
30-49,11+,32,82,1,1,1
30-49,11+,33,82,1,1,1
30-49,11+,34,82,1,1,1
30-49,11+,35,82,1,1,1
30-49,11+,36,82,1,1,1
30-49,11+,37,82,1,1,1
30-49,11+,38,82,1,1,1
30-49,11+,39,82,1,1,1
30-49,11+,40,82,1,1,1
30-49,11+,41,82,1,1,1
30-49,11+,42,82,1,1,1
30-49,11+,43,82,1,1,1
30-49,11+,44,82,1,1,1
30-49,11+,45,82,1,1,1
30-49,11+,46,82,1,1,1
30-49,11+,47,82,1,1,1
30-49,11+,48,82,1,1,1
30-49,11+,49,82,1,1,1
30-49,11+,30,83,1,1,1
30-49,11+,31,83,1,1,1
30-49,11+,32,83,1,1,1
30-49,11+,33,83,1,1,1
30-49,11+,34,83,1,1,1
30-49,11+,35,83,1,1,1
30-49,11+,36,83,1,1,1
30-49,11+,37,83,1,1,1
30-49,11+,38,83,1,1,1
30-49,11+,39,83,1,1,1
30-49,11+,40,83,1,1,1
30-49,11+,41,83,1,1,1
30-49,11+,42,83,1,1,1
30-49,11+,43,83,1,1,1
30-49,11+,44,83,1,1,1
30-49,11+,45,83,1,1,1
30-49,11+,46,83,1,1,1
30-49,11+,47,83,1,1,1
30-49,11+,48,83,1,1,1
30-49,11+,49,83,1,1,1
30-49,11+,30,84,1,1,1
30-49,11+,31,84,1,1,1
30-49,11+,32,84,1,1,1
30-49,11+,33,84,1,1,1
30-49,11+,34,84,1,1,1
30-49,11+,35,84,1,1,1
30-49,11+,36,84,1,1,1
30-49,11+,37,84,1,1,1
30-49,11+,38,84,1,1,1
30-49,11+,39,84,1,1,1
30-49,11+,40,84,1,1,1
30-49,11+,41,84,1,1,1
30-49,11+,42,84,1,1,1
30-49,11+,43,84,1,1,1
30-49,11+,44,84,1,1,1
30-49,11+,45,84,1,1,1
30-49,11+,46,84,1,1,1
30-49,11+,47,84,1,1,1
30-49,11+,48,84,1,1,1
30-49,11+,49,84,1,1,1
30-49,11+,30,85,1,1,1
30-49,11+,31,85,1,1,1
30-49,11+,32,85,1,1,1
30-49,11+,33,85,1,1,1
30-49,11+,34,85,1,1,1
30-49,11+,35,85,1,1,1
30-49,11+,36,85,1,1,1
30-49,11+,37,85,1,1,1
30-49,11+,38,85,1,1,1
30-49,11+,39,85,1,1,1
30-49,11+,40,85,1,1,1
30-49,11+,41,85,1,1,1
30-49,11+,42,85,1,1,1
30-49,11+,43,85,1,1,1
30-49,11+,44,85,1,1,1
30-49,11+,45,85,1,1,1
30-49,11+,46,85,1,1,1
30-49,11+,47,85,1,1,1
30-49,11+,48,85,1,1,1
30-49,11+,49,85,1,1,1
30-49,11+,30,86,1,1,1
30-49,11+,31,86,1,1,1
30-49,11+,32,86,1,1,1
30-49,11+,33,86,1,1,1
30-49,11+,34,86,1,1,1
30-49,11+,35,86,1,1,1
30-49,11+,36,86,1,1,1
30-49,11+,37,86,1,1,1
30-49,11+,38,86,1,1,1
30-49,11+,39,86,1,1,1
30-49,11+,40,86,1,1,1
30-49,11+,41,86,1,1,1
30-49,11+,42,86,1,1,1
30-49,11+,43,86,1,1,1
30-49,11+,44,86,1,1,1
30-49,11+,45,86,1,1,1
30-49,11+,46,86,1,1,1
30-49,11+,47,86,1,1,1
30-49,11+,48,86,1,1,1
30-49,11+,49,86,1,1,1
30-49,11+,30,87,1,1,1
30-49,11+,31,87,1,1,1
30-49,11+,32,87,1,1,1
30-49,11+,33,87,1,1,1
30-49,11+,34,87,1,1,1
30-49,11+,35,87,1,1,1
30-49,11+,36,87,1,1,1
30-49,11+,37,87,1,1,1
30-49,11+,38,87,1,1,1
30-49,11+,39,87,1,1,1
30-49,11+,40,87,1,1,1
30-49,11+,41,87,1,1,1
30-49,11+,42,87,1,1,1
30-49,11+,43,87,1,1,1
30-49,11+,44,87,1,1,1
30-49,11+,45,87,1,1,1
30-49,11+,46,87,1,1,1
30-49,11+,47,87,1,1,1
30-49,11+,48,87,1,1,1
30-49,11+,49,87,1,1,1
30-49,11+,30,88,1,1,1
30-49,11+,31,88,1,1,1
30-49,11+,32,88,1,1,1
30-49,11+,33,88,1,1,1
30-49,11+,34,88,1,1,1
30-49,11+,35,88,1,1,1
30-49,11+,36,88,1,1,1
30-49,11+,37,88,1,1,1
30-49,11+,38,88,1,1,1
30-49,11+,39,88,1,1,1
30-49,11+,40,88,1,1,1
30-49,11+,41,88,1,1,1
30-49,11+,42,88,1,1,1
30-49,11+,43,88,1,1,1
30-49,11+,44,88,1,1,1
30-49,11+,45,88,1,1,1
30-49,11+,46,88,1,1,1
30-49,11+,47,88,1,1,1
30-49,11+,48,88,1,1,1
30-49,11+,49,88,1,1,1
30-49,11+,30,89,1,1,1
30-49,11+,31,89,1,1,1
30-49,11+,32,89,1,1,1
30-49,11+,33,89,1,1,1
30-49,11+,34,89,1,1,1
30-49,11+,35,89,1,1,1
30-49,11+,36,89,1,1,1
30-49,11+,37,89,1,1,1
30-49,11+,38,89,1,1,1
30-49,11+,39,89,1,1,1
30-49,11+,40,89,1,1,1
30-49,11+,41,89,1,1,1
30-49,11+,42,89,1,1,1
30-49,11+,43,89,1,1,1
30-49,11+,44,89,1,1,1
30-49,11+,45,89,1,1,1
30-49,11+,46,89,1,1,1
30-49,11+,47,89,1,1,1
30-49,11+,48,89,1,1,1
30-49,11+,49,89,1,1,1
30-49,11+,30,90,1,1,1
30-49,11+,31,90,1,1,1
30-49,11+,32,90,1,1,1
30-49,11+,33,90,1,1,1
30-49,11+,34,90,1,1,1
30-49,11+,35,90,1,1,1
30-49,11+,36,90,1,1,1
30-49,11+,37,90,1,1,1
30-49,11+,38,90,1,1,1
30-49,11+,39,90,1,1,1
30-49,11+,40,90,1,1,1
30-49,11+,41,90,1,1,1
30-49,11+,42,90,1,1,1
30-49,11+,43,90,1,1,1
30-49,11+,44,90,1,1,1
30-49,11+,45,90,1,1,1
30-49,11+,46,90,1,1,1
30-49,11+,47,90,1,1,1
30-49,11+,48,90,1,1,1
30-49,11+,49,90,1,1,1
30-49,11+,30,91,1,1,1
30-49,11+,31,91,1,1,1
30-49,11+,32,91,1,1,1
30-49,11+,33,91,1,1,1
30-49,11+,34,91,1,1,1
30-49,11+,35,91,1,1,1
30-49,11+,36,91,1,1,1
30-49,11+,37,91,1,1,1
30-49,11+,38,91,1,1,1
30-49,11+,39,91,1,1,1
30-49,11+,40,91,1,1,1
30-49,11+,41,91,1,1,1
30-49,11+,42,91,1,1,1
30-49,11+,43,91,1,1,1
30-49,11+,44,91,1,1,1
30-49,11+,45,91,1,1,1
30-49,11+,46,91,1,1,1
30-49,11+,47,91,1,1,1
30-49,11+,48,91,1,1,1
30-49,11+,49,91,1,1,1
30-49,11+,30,92,1,1,1
30-49,11+,31,92,1,1,1
30-49,11+,32,92,1,1,1
30-49,11+,33,92,1,1,1
30-49,11+,34,92,1,1,1
30-49,11+,35,92,1,1,1
30-49,11+,36,92,1,1,1
30-49,11+,37,92,1,1,1
30-49,11+,38,92,1,1,1
30-49,11+,39,92,1,1,1
30-49,11+,40,92,1,1,1
30-49,11+,41,92,1,1,1
30-49,11+,42,92,1,1,1
30-49,11+,43,92,1,1,1
30-49,11+,44,92,1,1,1
30-49,11+,45,92,1,1,1
30-49,11+,46,92,1,1,1
30-49,11+,47,92,1,1,1
30-49,11+,48,92,1,1,1
30-49,11+,49,92,1,1,1
30-49,11+,30,93,1,1,1
30-49,11+,31,93,1,1,1
30-49,11+,32,93,1,1,1
30-49,11+,33,93,1,1,1
30-49,11+,34,93,1,1,1
30-49,11+,35,93,1,1,1
30-49,11+,36,93,1,1,1
30-49,11+,37,93,1,1,1
30-49,11+,38,93,1,1,1
30-49,11+,39,93,1,1,1
30-49,11+,40,93,1,1,1
30-49,11+,41,93,1,1,1
30-49,11+,42,93,1,1,1
30-49,11+,43,93,1,1,1
30-49,11+,44,93,1,1,1
30-49,11+,45,93,1,1,1
30-49,11+,46,93,1,1,1
30-49,11+,47,93,1,1,1
30-49,11+,48,93,1,1,1
30-49,11+,49,93,1,1,1
30-49,11+,30,94,1,1,1
30-49,11+,31,94,1,1,1
30-49,11+,32,94,1,1,1
30-49,11+,33,94,1,1,1
30-49,11+,34,94,1,1,1
30-49,11+,35,94,1,1,1
30-49,11+,36,94,1,1,1
30-49,11+,37,94,1,1,1
30-49,11+,38,94,1,1,1
30-49,11+,39,94,1,1,1
30-49,11+,40,94,1,1,1
30-49,11+,41,94,1,1,1
30-49,11+,42,94,1,1,1
30-49,11+,43,94,1,1,1
30-49,11+,44,94,1,1,1
30-49,11+,45,94,1,1,1
30-49,11+,46,94,1,1,1
30-49,11+,47,94,1,1,1
30-49,11+,48,94,1,1,1
30-49,11+,49,94,1,1,1
30-49,11+,30,95,1,1,1
30-49,11+,31,95,1,1,1
30-49,11+,32,95,1,1,1
30-49,11+,33,95,1,1,1
30-49,11+,34,95,1,1,1
30-49,11+,35,95,1,1,1
30-49,11+,36,95,1,1,1
30-49,11+,37,95,1,1,1
30-49,11+,38,95,1,1,1
30-49,11+,39,95,1,1,1
30-49,11+,40,95,1,1,1
30-49,11+,41,95,1,1,1
30-49,11+,42,95,1,1,1
30-49,11+,43,95,1,1,1
30-49,11+,44,95,1,1,1
30-49,11+,45,95,1,1,1
30-49,11+,46,95,1,1,1
30-49,11+,47,95,1,1,1
30-49,11+,48,95,1,1,1
30-49,11+,49,95,1,1,1
30-49,11+,30,96,1,1,1
30-49,11+,31,96,1,1,1
30-49,11+,32,96,1,1,1
30-49,11+,33,96,1,1,1
30-49,11+,34,96,1,1,1
30-49,11+,35,96,1,1,1
30-49,11+,36,96,1,1,1
30-49,11+,37,96,1,1,1
30-49,11+,38,96,1,1,1
30-49,11+,39,96,1,1,1
30-49,11+,40,96,1,1,1
30-49,11+,41,96,1,1,1
30-49,11+,42,96,1,1,1
30-49,11+,43,96,1,1,1
30-49,11+,44,96,1,1,1
30-49,11+,45,96,1,1,1
30-49,11+,46,96,1,1,1
30-49,11+,47,96,1,1,1
30-49,11+,48,96,1,1,1
30-49,11+,49,96,1,1,1
30-49,11+,30,97,1,1,1
30-49,11+,31,97,1,1,1
30-49,11+,32,97,1,1,1
30-49,11+,33,97,1,1,1
30-49,11+,34,97,1,1,1
30-49,11+,35,97,1,1,1
30-49,11+,36,97,1,1,1
30-49,11+,37,97,1,1,1
30-49,11+,38,97,1,1,1
30-49,11+,39,97,1,1,1
30-49,11+,40,97,1,1,1
30-49,11+,41,97,1,1,1
30-49,11+,42,97,1,1,1
30-49,11+,43,97,1,1,1
30-49,11+,44,97,1,1,1
30-49,11+,45,97,1,1,1
30-49,11+,46,97,1,1,1
30-49,11+,47,97,1,1,1
30-49,11+,48,97,1,1,1
30-49,11+,49,97,1,1,1
30-49,11+,30,98,1,1,1
30-49,11+,31,98,1,1,1
30-49,11+,32,98,1,1,1
30-49,11+,33,98,1,1,1
30-49,11+,34,98,1,1,1
30-49,11+,35,98,1,1,1
30-49,11+,36,98,1,1,1
30-49,11+,37,98,1,1,1
30-49,11+,38,98,1,1,1
30-49,11+,39,98,1,1,1
30-49,11+,40,98,1,1,1
30-49,11+,41,98,1,1,1
30-49,11+,42,98,1,1,1
30-49,11+,43,98,1,1,1
30-49,11+,44,98,1,1,1
30-49,11+,45,98,1,1,1
30-49,11+,46,98,1,1,1
30-49,11+,47,98,1,1,1
30-49,11+,48,98,1,1,1
30-49,11+,49,98,1,1,1
30-49,11+,30,99,1,1,1
30-49,11+,31,99,1,1,1
30-49,11+,32,99,1,1,1
30-49,11+,33,99,1,1,1
30-49,11+,34,99,1,1,1
30-49,11+,35,99,1,1,1
30-49,11+,36,99,1,1,1
30-49,11+,37,99,1,1,1
30-49,11+,38,99,1,1,1
30-49,11+,39,99,1,1,1
30-49,11+,40,99,1,1,1
30-49,11+,41,99,1,1,1
30-49,11+,42,99,1,1,1
30-49,11+,43,99,1,1,1
30-49,11+,44,99,1,1,1
30-49,11+,45,99,1,1,1
30-49,11+,46,99,1,1,1
30-49,11+,47,99,1,1,1
30-49,11+,48,99,1,1,1
30-49,11+,49,99,1,1,1
30-49,11+,30,100,1,1,1
30-49,11+,31,100,1,1,1
30-49,11+,32,100,1,1,1
30-49,11+,33,100,1,1,1
30-49,11+,34,100,1,1,1
30-49,11+,35,100,1,1,1
30-49,11+,36,100,1,1,1
30-49,11+,37,100,1,1,1
30-49,11+,38,100,1,1,1
30-49,11+,39,100,1,1,1
30-49,11+,40,100,1,1,1
30-49,11+,41,100,1,1,1
30-49,11+,42,100,1,1,1
30-49,11+,43,100,1,1,1
30-49,11+,44,100,1,1,1
30-49,11+,45,100,1,1,1
30-49,11+,46,100,1,1,1
30-49,11+,47,100,1,1,1
30-49,11+,48,100,1,1,1
30-49,11+,49,100,1,1,1
30-49,11+,30,101,1,1,1
30-49,11+,31,101,1,1,1
30-49,11+,32,101,1,1,1
30-49,11+,33,101,1,1,1
30-49,11+,34,101,1,1,1
30-49,11+,35,101,1,1,1
30-49,11+,36,101,1,1,1
30-49,11+,37,101,1,1,1
30-49,11+,38,101,1,1,1
30-49,11+,39,101,1,1,1
30-49,11+,40,101,1,1,1
30-49,11+,41,101,1,1,1
30-49,11+,42,101,1,1,1
30-49,11+,43,101,1,1,1
30-49,11+,44,101,1,1,1
30-49,11+,45,101,1,1,1
30-49,11+,46,101,1,1,1
30-49,11+,47,101,1,1,1
30-49,11+,48,101,1,1,1
30-49,11+,49,101,1,1,1
30-49,11+,30,102,1,1,1
30-49,11+,31,102,1,1,1
30-49,11+,32,102,1,1,1
30-49,11+,33,102,1,1,1
30-49,11+,34,102,1,1,1
30-49,11+,35,102,1,1,1
30-49,11+,36,102,1,1,1
30-49,11+,37,102,1,1,1
30-49,11+,38,102,1,1,1
30-49,11+,39,102,1,1,1
30-49,11+,40,102,1,1,1
30-49,11+,41,102,1,1,1
30-49,11+,42,102,1,1,1
30-49,11+,43,102,1,1,1
30-49,11+,44,102,1,1,1
30-49,11+,45,102,1,1,1
30-49,11+,46,102,1,1,1
30-49,11+,47,102,1,1,1
30-49,11+,48,102,1,1,1
30-49,11+,49,102,1,1,1
30-49,11+,30,103,1,1,1
30-49,11+,31,103,1,1,1
30-49,11+,32,103,1,1,1
30-49,11+,33,103,1,1,1
30-49,11+,34,103,1,1,1
30-49,11+,35,103,1,1,1
30-49,11+,36,103,1,1,1
30-49,11+,37,103,1,1,1
30-49,11+,38,103,1,1,1
30-49,11+,39,103,1,1,1
30-49,11+,40,103,1,1,1
30-49,11+,41,103,1,1,1
30-49,11+,42,103,1,1,1
30-49,11+,43,103,1,1,1
30-49,11+,44,103,1,1,1
30-49,11+,45,103,1,1,1
30-49,11+,46,103,1,1,1
30-49,11+,47,103,1,1,1
30-49,11+,48,103,1,1,1
30-49,11+,49,103,1,1,1
30-49,11+,30,104,1,1,1
30-49,11+,31,104,1,1,1
30-49,11+,32,104,1,1,1
30-49,11+,33,104,1,1,1
30-49,11+,34,104,1,1,1
30-49,11+,35,104,1,1,1
30-49,11+,36,104,1,1,1
30-49,11+,37,104,1,1,1
30-49,11+,38,104,1,1,1
30-49,11+,39,104,1,1,1
30-49,11+,40,104,1,1,1
30-49,11+,41,104,1,1,1
30-49,11+,42,104,1,1,1
30-49,11+,43,104,1,1,1
30-49,11+,44,104,1,1,1
30-49,11+,45,104,1,1,1
30-49,11+,46,104,1,1,1
30-49,11+,47,104,1,1,1
30-49,11+,48,104,1,1,1
30-49,11+,49,104,1,1,1
30-49,11+,30,105,1,1,1
30-49,11+,31,105,1,1,1
30-49,11+,32,105,1,1,1
30-49,11+,33,105,1,1,1
30-49,11+,34,105,1,1,1
30-49,11+,35,105,1,1,1
30-49,11+,36,105,1,1,1
30-49,11+,37,105,1,1,1
30-49,11+,38,105,1,1,1
30-49,11+,39,105,1,1,1
30-49,11+,40,105,1,1,1
30-49,11+,41,105,1,1,1
30-49,11+,42,105,1,1,1
30-49,11+,43,105,1,1,1
30-49,11+,44,105,1,1,1
30-49,11+,45,105,1,1,1
30-49,11+,46,105,1,1,1
30-49,11+,47,105,1,1,1
30-49,11+,48,105,1,1,1
30-49,11+,49,105,1,1,1
30-49,11+,30,106,1,1,1
30-49,11+,31,106,1,1,1
30-49,11+,32,106,1,1,1
30-49,11+,33,106,1,1,1
30-49,11+,34,106,1,1,1
30-49,11+,35,106,1,1,1
30-49,11+,36,106,1,1,1
30-49,11+,37,106,1,1,1
30-49,11+,38,106,1,1,1
30-49,11+,39,106,1,1,1
30-49,11+,40,106,1,1,1
30-49,11+,41,106,1,1,1
30-49,11+,42,106,1,1,1
30-49,11+,43,106,1,1,1
30-49,11+,44,106,1,1,1
30-49,11+,45,106,1,1,1
30-49,11+,46,106,1,1,1
30-49,11+,47,106,1,1,1
30-49,11+,48,106,1,1,1
30-49,11+,49,106,1,1,1
30-49,11+,30,107,1,1,1
30-49,11+,31,107,1,1,1
30-49,11+,32,107,1,1,1
30-49,11+,33,107,1,1,1
30-49,11+,34,107,1,1,1
30-49,11+,35,107,1,1,1
30-49,11+,36,107,1,1,1
30-49,11+,37,107,1,1,1
30-49,11+,38,107,1,1,1
30-49,11+,39,107,1,1,1
30-49,11+,40,107,1,1,1
30-49,11+,41,107,1,1,1
30-49,11+,42,107,1,1,1
30-49,11+,43,107,1,1,1
30-49,11+,44,107,1,1,1
30-49,11+,45,107,1,1,1
30-49,11+,46,107,1,1,1
30-49,11+,47,107,1,1,1
30-49,11+,48,107,1,1,1
30-49,11+,49,107,1,1,1
30-49,11+,30,108,1,1,1
30-49,11+,31,108,1,1,1
30-49,11+,32,108,1,1,1
30-49,11+,33,108,1,1,1
30-49,11+,34,108,1,1,1
30-49,11+,35,108,1,1,1
30-49,11+,36,108,1,1,1
30-49,11+,37,108,1,1,1
30-49,11+,38,108,1,1,1
30-49,11+,39,108,1,1,1
30-49,11+,40,108,1,1,1
30-49,11+,41,108,1,1,1
30-49,11+,42,108,1,1,1
30-49,11+,43,108,1,1,1
30-49,11+,44,108,1,1,1
30-49,11+,45,108,1,1,1
30-49,11+,46,108,1,1,1
30-49,11+,47,108,1,1,1
30-49,11+,48,108,1,1,1
30-49,11+,49,108,1,1,1
30-49,11+,30,109,1,1,1
30-49,11+,31,109,1,1,1
30-49,11+,32,109,1,1,1
30-49,11+,33,109,1,1,1
30-49,11+,34,109,1,1,1
30-49,11+,35,109,1,1,1
30-49,11+,36,109,1,1,1
30-49,11+,37,109,1,1,1
30-49,11+,38,109,1,1,1
30-49,11+,39,109,1,1,1
30-49,11+,40,109,1,1,1
30-49,11+,41,109,1,1,1
30-49,11+,42,109,1,1,1
30-49,11+,43,109,1,1,1
30-49,11+,44,109,1,1,1
30-49,11+,45,109,1,1,1
30-49,11+,46,109,1,1,1
30-49,11+,47,109,1,1,1
30-49,11+,48,109,1,1,1
30-49,11+,49,109,1,1,1
30-49,11+,30,110,1,1,1
30-49,11+,31,110,1,1,1
30-49,11+,32,110,1,1,1
30-49,11+,33,110,1,1,1
30-49,11+,34,110,1,1,1
30-49,11+,35,110,1,1,1
30-49,11+,36,110,1,1,1
30-49,11+,37,110,1,1,1
30-49,11+,38,110,1,1,1
30-49,11+,39,110,1,1,1
30-49,11+,40,110,1,1,1
30-49,11+,41,110,1,1,1
30-49,11+,42,110,1,1,1
30-49,11+,43,110,1,1,1
30-49,11+,44,110,1,1,1
30-49,11+,45,110,1,1,1
30-49,11+,46,110,1,1,1
30-49,11+,47,110,1,1,1
30-49,11+,48,110,1,1,1
30-49,11+,49,110,1,1,1
50-69,0,50,0,0.74,1,0.521028273
50-69,0,51,0,0.74,1,0.521028273
50-69,0,52,0,0.74,1,0.521028273
50-69,0,53,0,0.74,1,0.521028273
50-69,0,54,0,0.74,1,0.521028273
50-69,0,55,0,0.74,1,0.521028273
50-69,0,56,0,0.74,1,0.521028273
50-69,0,57,0,0.74,1,0.521028273
50-69,0,58,0,0.74,1,0.521028273
50-69,0,59,0,0.74,1,0.521028273
50-69,0,60,0,0.74,1,0.521028273
50-69,0,61,0,0.74,1,0.521028273
50-69,0,62,0,0.74,1,0.521028273
50-69,0,63,0,0.74,1,0.521028273
50-69,0,64,0,0.74,1,0.521028273
50-69,0,65,0,0.74,1,0.521028273
50-69,0,66,0,0.74,1,0.521028273
50-69,0,67,0,0.74,1,0.521028273
50-69,0,68,0,0.74,1,0.521028273
50-69,0,69,0,0.74,1,0.521028273
50-69,1,50,1,1,1,1
50-69,1,51,1,1,1,1
50-69,1,52,1,1,1,1
50-69,1,53,1,1,1,1
50-69,1,54,1,1,1,1
50-69,1,55,1,1,1,1
50-69,1,56,1,1,1,1
50-69,1,57,1,1,1,1
50-69,1,58,1,1,1,1
50-69,1,59,1,1,1,1
50-69,1,60,1,1,1,1
50-69,1,61,1,1,1,1
50-69,1,62,1,1,1,1
50-69,1,63,1,1,1,1
50-69,1,64,1,1,1,1
50-69,1,65,1,1,1,1
50-69,1,66,1,1,1,1
50-69,1,67,1,1,1,1
50-69,1,68,1,1,1,1
50-69,1,69,1,1,1,1
50-69,2-5,50,2,1,1,1
50-69,2-5,51,2,1,1,1
50-69,2-5,52,2,1,1,1
50-69,2-5,53,2,1,1,1
50-69,2-5,54,2,1,1,1
50-69,2-5,55,2,1,1,1
50-69,2-5,56,2,1,1,1
50-69,2-5,57,2,1,1,1
50-69,2-5,58,2,1,1,1
50-69,2-5,59,2,1,1,1
50-69,2-5,60,2,1,1,1
50-69,2-5,61,2,1,1,1
50-69,2-5,62,2,1,1,1
50-69,2-5,63,2,1,1,1
50-69,2-5,64,2,1,1,1
50-69,2-5,65,2,1,1,1
50-69,2-5,66,2,1,1,1
50-69,2-5,67,2,1,1,1
50-69,2-5,68,2,1,1,1
50-69,2-5,69,2,1,1,1
50-69,2-5,50,3,1,1,1
50-69,2-5,51,3,1,1,1
50-69,2-5,52,3,1,1,1
50-69,2-5,53,3,1,1,1
50-69,2-5,54,3,1,1,1
50-69,2-5,55,3,1,1,1
50-69,2-5,56,3,1,1,1
50-69,2-5,57,3,1,1,1
50-69,2-5,58,3,1,1,1
50-69,2-5,59,3,1,1,1
50-69,2-5,60,3,1,1,1
50-69,2-5,61,3,1,1,1
50-69,2-5,62,3,1,1,1
50-69,2-5,63,3,1,1,1
50-69,2-5,64,3,1,1,1
50-69,2-5,65,3,1,1,1
50-69,2-5,66,3,1,1,1
50-69,2-5,67,3,1,1,1
50-69,2-5,68,3,1,1,1
50-69,2-5,69,3,1,1,1
50-69,2-5,50,4,1,1,1
50-69,2-5,51,4,1,1,1
50-69,2-5,52,4,1,1,1
50-69,2-5,53,4,1,1,1
50-69,2-5,54,4,1,1,1
50-69,2-5,55,4,1,1,1
50-69,2-5,56,4,1,1,1
50-69,2-5,57,4,1,1,1
50-69,2-5,58,4,1,1,1
50-69,2-5,59,4,1,1,1
50-69,2-5,60,4,1,1,1
50-69,2-5,61,4,1,1,1
50-69,2-5,62,4,1,1,1
50-69,2-5,63,4,1,1,1
50-69,2-5,64,4,1,1,1
50-69,2-5,65,4,1,1,1
50-69,2-5,66,4,1,1,1
50-69,2-5,67,4,1,1,1
50-69,2-5,68,4,1,1,1
50-69,2-5,69,4,1,1,1
50-69,2-5,50,5,1,1,1
50-69,2-5,51,5,1,1,1
50-69,2-5,52,5,1,1,1
50-69,2-5,53,5,1,1,1
50-69,2-5,54,5,1,1,1
50-69,2-5,55,5,1,1,1
50-69,2-5,56,5,1,1,1
50-69,2-5,57,5,1,1,1
50-69,2-5,58,5,1,1,1
50-69,2-5,59,5,1,1,1
50-69,2-5,60,5,1,1,1
50-69,2-5,61,5,1,1,1
50-69,2-5,62,5,1,1,1
50-69,2-5,63,5,1,1,1
50-69,2-5,64,5,1,1,1
50-69,2-5,65,5,1,1,1
50-69,2-5,66,5,1,1,1
50-69,2-5,67,5,1,1,1
50-69,2-5,68,5,1,1,1
50-69,2-5,69,5,1,1,1
50-69,6-10,50,6,1,1,1
50-69,6-10,51,6,1,1,1
50-69,6-10,52,6,1,1,1
50-69,6-10,53,6,1,1,1
50-69,6-10,54,6,1,1,1
50-69,6-10,55,6,1,1,1
50-69,6-10,56,6,1,1,1
50-69,6-10,57,6,1,1,1
50-69,6-10,58,6,1,1,1
50-69,6-10,59,6,1,1,1
50-69,6-10,60,6,1,1,1
50-69,6-10,61,6,1,1,1
50-69,6-10,62,6,1,1,1
50-69,6-10,63,6,1,1,1
50-69,6-10,64,6,1,1,1
50-69,6-10,65,6,1,1,1
50-69,6-10,66,6,1,1,1
50-69,6-10,67,6,1,1,1
50-69,6-10,68,6,1,1,1
50-69,6-10,69,6,1,1,1
50-69,6-10,50,7,1,1,1
50-69,6-10,51,7,1,1,1
50-69,6-10,52,7,1,1,1
50-69,6-10,53,7,1,1,1
50-69,6-10,54,7,1,1,1
50-69,6-10,55,7,1,1,1
50-69,6-10,56,7,1,1,1
50-69,6-10,57,7,1,1,1
50-69,6-10,58,7,1,1,1
50-69,6-10,59,7,1,1,1
50-69,6-10,60,7,1,1,1
50-69,6-10,61,7,1,1,1
50-69,6-10,62,7,1,1,1
50-69,6-10,63,7,1,1,1
50-69,6-10,64,7,1,1,1
50-69,6-10,65,7,1,1,1
50-69,6-10,66,7,1,1,1
50-69,6-10,67,7,1,1,1
50-69,6-10,68,7,1,1,1
50-69,6-10,69,7,1,1,1
50-69,6-10,50,8,1,1,1
